CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share
Indian,26351,Bombay Kitchen,QSR,CBD,0.99,42.78,655,75,3208.5,290,174,116,12406.2,7443.72,4962.48,0.230082014799118,0.373872275324538,0.32,15,4.43,513.88,1270.71,943.44,566.06,1451.49,0.13,0.5,0.3,0.2
Indian,26109,Royal House,Ghost Kitchen,West Auckland,1.04,45.81,1247,113,5176.53,567,340,227,25974.27,15575.4,10398.87,0.288132431264967,0.215756261278875,0.33,5,1.48,335.96,2568.14,4314.62,2587.25,4823.04,0.1,0.5,0.3,0.2
Indian,25261,Royal Diner,Ghost Kitchen,South Auckland,1.05,32.48,1288,84,2728.32,602,361,241,19552.96,11725.28,7827.68,0.268672183249146,0.212484299775679,0.29,7,2.07,498.87,1415.57,4474.57,2683.25,3562.47,0.07,0.5,0.3,0.2
Indian,26395,Royal Diner,Cafe,North Shore,1.03,45.44,816,60,2726.4,378,227,151,17176.32,10314.88,6861.44,0.275416014790535,0.42073417454958,0.29,3,0.89,134.39,828.42,237.89,142.86,1950.46,0.08,0.5,0.3,0.2
Indian,25020,Bombay Corner,Ghost Kitchen,South Auckland,1.05,44.46,1142,94,4179.24,524,314,210,23297.04,13960.44,9336.6,0.29728110745782,0.28438880398171,0.27,12,3.54,743.4,1748.3,3455.65,2070.75,3162.38,0.09,0.5,0.3,0.2
Indian,25630,Royal Corner,QSR,CBD,0.99,42.28,648,79,3340.12,284,171,114,12007.52,7229.88,4819.92,0.21846462784335,0.426658635912463,0.27,16,4.72,538.08,1185.33,1019.16,613.65,1172.4,0.14,0.5,0.3,0.2
Indian,25750,Curry House,Ghost Kitchen,CBD,0.99,40.14,449,21,842.94,214,128,86,8589.96,5137.92,3452.04,0.291667738580145,0.302083383267745,0.29,3,0.89,76.54,342.44,998.57,597.28,1325.85,0.05,0.5,0.3,0.2
Indian,25592,Bombay Corner,QSR,North Shore,1.03,40.42,921,76,3071.92,422,254,169,17057.24,10266.68,6830.98,0.208839475605637,0.363626535539515,0.32,17,5.02,848.38,1313.35,1834.23,1104.02,2072.1,0.09,0.5,0.3,0.2
Indian,26159,Royal Corner,Cafe,North Shore,1.03,42.43,1620,160,6788.8,730,438,292,30973.9,18584.34,12389.56,0.264138978626579,0.383973315777257,0.28,3,0.89,259.88,2388.9,2226.64,1335.99,4099.85,0.11,0.5,0.3,0.2
Indian,25187,Curry Kitchen,QSR,West Auckland,1.04,32.01,685,56,1792.56,314,189,126,10051.14,6049.89,4033.26,0.228754629679024,0.402184822689742,0.32,13,3.84,483.84,661.56,493.11,296.81,1004.68,0.09,0.5,0.3,0.2
Indian,26523,Bombay Eatery,Full-service,West Auckland,1.04,43.64,1104,191,8335.24,456,274,183,19899.84,11957.36,7986.12,0.390994754375424,0.491138987615705,0.3,7,2.07,378.81,982.44,-3624.43,-2177.84,562.48,0.21,0.5,0.3,0.2
Indian,25513,Bombay Diner,Full-service,West Auckland,1.04,44.1,1397,288,12700.8,554,333,222,24431.4,14685.3,9790.2,0.378183438710403,0.486664456594735,0.28,17,5.02,1114.44,1716.54,-3538.84,-2127.13,208.73,0.26,0.5,0.3,0.2
Indian,25150,Bombay Kitchen,Full-service,South Auckland,1.05,43.05,979,163,7017.15,408,245,163,17564.4,10547.25,7017.15,0.350764955207705,0.540549789648503,0.3,11,3.25,529.75,762.66,-3360.33,-2017.84,232.91,0.2,0.5,0.3,0.2
Indian,25393,Tandoori Kitchen,Full-service,West Auckland,1.04,42.79,1725,263,11253.77,731,439,292,31279.49,18784.81,12494.68,0.383935440494679,0.537415620498359,0.31,3,0.89,259.88,885.1,-7236.54,-4345.89,722.81,0.18,0.5,0.3,0.2
Indian,25072,Bombay Tavern,Full-service,CBD,0.99,30.05,1568,380,11419.0,594,356,238,17849.7,10697.8,7151.9,0.367287768563256,0.468091827607714,0.32,12,3.54,842.52,1879.8,-2773.48,-1662.22,334.83,0.32,0.5,0.3,0.2
Indian,25760,Royal Tavern,QSR,South Auckland,1.05,36.97,1027,76,2809.72,476,285,190,17597.72,10536.45,7024.3,0.279037442803383,0.351388502935879,0.32,6,1.77,336.3,1038.4,872.39,522.33,2259.7,0.08,0.5,0.3,0.2
Indian,26045,Tandoori Eatery,QSR,North Shore,1.03,45.09,836,96,4328.64,370,222,148,16683.3,10009.98,6673.32,0.224925592765212,0.394521895237267,0.28,4,1.18,174.64,1647.27,1677.55,1006.53,2364.91,0.13,0.5,0.3,0.2
Indian,25155,Royal Kitchen,QSR,West Auckland,1.04,38.16,1293,117,4464.72,588,353,235,22438.08,13470.48,8967.6,0.272497455328703,0.418535946961492,0.3,5,1.48,347.8,1379.45,201.19,120.78,2422.89,0.1,0.5,0.3,0.2
Indian,25160,Curry Bistro,QSR,South Auckland,1.05,32.32,1615,173,5591.36,721,433,288,23302.72,13994.56,9308.16,0.246366346720606,0.39404577978421,0.3,16,4.72,1359.36,2010.59,1388.56,833.91,1987.74,0.12,0.5,0.3,0.2
Indian,26128,Curry Cafe,Cafe,South Auckland,1.05,41.0,904,74,3034.0,415,249,166,17015.0,10209.0,6806.0,0.270414457395673,0.400200273632072,0.28,18,5.31,881.46,999.35,840.29,504.17,1360.34,0.09,0.5,0.3,0.2
Indian,25967,Tandoori Cafe,Cafe,CBD,0.99,44.01,787,71,3124.71,358,215,143,15755.58,9462.15,6293.43,0.258653102219105,0.417162339389324,0.3,16,4.72,674.96,1012.98,381.04,228.84,1365.27,0.1,0.5,0.3,0.2
Indian,25200,Royal Cafe,Cafe,West Auckland,1.04,36.33,807,59,2143.47,374,224,150,13587.42,8137.92,5449.5,0.244643699340522,0.411526006320491,0.29,10,2.95,442.5,736.99,731.41,438.07,1431.2,0.08,0.5,0.3,0.2
Indian,25564,Spice Diner,QSR,North Shore,1.03,41.64,689,56,2331.84,316,190,127,13158.24,7911.6,5288.28,0.278555665779859,0.3838096778607,0.3,6,1.77,224.79,787.31,495.21,297.75,1560.72,0.09,0.5,0.3,0.2
Indian,25282,Royal Grill,QSR,South Auckland,1.05,36.32,842,90,3268.8,376,226,150,13656.32,8208.32,5448.0,0.225730990171432,0.44383520053234,0.28,5,1.48,222.0,1080.12,688.74,413.98,1578.2,0.12,0.5,0.3,0.2
Indian,25324,Tandoori Grill,Full-service,South Auckland,1.05,41.93,1195,246,10314.78,474,285,190,19874.82,11950.05,7966.7,0.3501767747337,0.478179407468997,0.33,16,4.72,896.8,1770.47,-3147.3,-1892.36,470.63,0.26,0.5,0.3,0.2
Indian,26497,Royal Corner,Ghost Kitchen,West Auckland,1.04,34.9,1575,60,2094.0,758,454,303,26454.2,15844.6,10574.7,0.268563216878101,0.317875550244935,0.33,4,1.18,357.54,866.0,2210.55,1323.99,4015.75,0.04,0.5,0.3,0.2
Indian,26215,Royal Corner,QSR,West Auckland,1.04,46.53,1575,168,7817.04,704,422,281,32757.12,19635.66,13074.93,0.255600685477257,0.415959274978377,0.31,16,4.72,1326.32,2567.43,604.04,362.08,2968.01,0.12,0.5,0.3,0.2
Indian,25933,Royal Corner,Full-service,North Shore,1.03,40.29,1196,283,11402.07,456,274,183,18372.24,11039.46,7373.07,0.365806857531425,0.46437070867978,0.31,12,3.54,647.82,1936.33,-2575.38,-1547.48,604.29,0.31,0.5,0.3,0.2
Indian,26136,Bombay Grill,Full-service,North Shore,1.03,36.46,965,239,8713.94,363,218,145,13234.98,7948.28,5286.7,0.378225913411006,0.538635544292629,0.32,12,3.54,513.3,724.46,-3134.86,-1882.64,-73.77,0.33,0.5,0.3,0.2
Indian,25855,Curry Cafe,Cafe,South Auckland,1.05,34.09,1151,95,3238.55,528,317,211,17999.52,10806.53,7192.99,0.247257538642734,0.43013094838243,0.31,3,0.89,187.79,1044.79,227.0,136.29,2132.75,0.09,0.5,0.3,0.2
Indian,26341,Spice Kitchen,QSR,North Shore,1.03,39.46,1363,123,4853.58,620,372,248,24465.2,14679.12,9786.08,0.236265187393874,0.44987448786851,0.31,13,3.84,952.32,1523.35,94.44,56.67,2119.14,0.1,0.5,0.3,0.2
Indian,26382,Curry Eatery,Cafe,North Shore,1.03,33.31,485,40,1332.4,222,134,89,7394.82,4463.54,2964.59,0.251609610263258,0.42814964284189,0.3,9,2.66,236.74,426.69,149.68,90.35,712.64,0.09,0.5,0.3,0.2
Indian,26585,Curry Eatery,Full-service,West Auckland,1.04,37.19,724,149,5541.31,288,172,115,10710.72,6396.68,4276.85,0.35548200319754,0.474432263011113,0.28,3,0.89,102.35,942.5,-1177.26,-703.09,625.08,0.26,0.5,0.3,0.2
Indian,25495,Bombay Grill,QSR,CBD,0.99,35.13,1500,184,6463.92,658,395,263,23115.54,13876.35,9239.19,0.253726597707719,0.393319322844036,0.32,3,0.89,234.07,2281.47,761.75,457.28,3026.94,0.14,0.5,0.3,0.2
Indian,26021,Bombay Kitchen,Cafe,CBD,0.99,39.89,1474,121,4826.69,676,406,271,26965.64,16195.34,10810.19,0.217689578849822,0.424683736334555,0.32,7,2.07,560.97,1726.15,1014.63,609.38,3305.04,0.09,0.5,0.3,0.2
Indian,26628,Curry Grill,QSR,North Shore,1.03,38.74,1300,96,3719.04,602,361,241,23321.48,13985.14,9336.34,0.216772768590599,0.414154488639906,0.3,14,4.13,995.33,1372.6,1610.88,965.99,2450.46,0.08,0.5,0.3,0.2
Indian,26266,Royal Bistro,QSR,North Shore,1.03,40.33,674,61,2460.13,306,184,123,12340.98,7420.72,4960.59,0.215120532363653,0.359738411800936,0.29,3,0.89,109.47,1045.9,1667.77,1002.84,1999.48,0.1,0.5,0.3,0.2
Indian,26469,Tandoori Bistro,Cafe,West Auckland,1.04,34.65,721,77,2668.05,322,193,129,11157.3,6687.45,4469.85,0.20615260142833,0.364671457675286,0.32,11,3.25,419.25,1145.06,1218.11,730.11,1499.1,0.12,0.5,0.3,0.2
Indian,26429,Curry House,Ghost Kitchen,West Auckland,1.04,41.83,894,50,2091.5,422,253,169,17652.26,10582.99,7069.27,0.275768244359642,0.201577129750513,0.28,8,2.36,398.84,1093.13,4283.4,2568.01,3295.95,0.06,0.5,0.3,0.2
Indian,26390,Spice Corner,QSR,West Auckland,1.04,40.26,765,81,3261.06,342,205,137,13768.92,8253.3,5515.62,0.222713766936213,0.396285373903811,0.32,15,4.43,606.91,1242.47,839.92,503.46,1494.55,0.12,0.5,0.3,0.2
Indian,25299,Tandoori Diner,QSR,South Auckland,1.05,40.89,1004,99,4048.11,452,272,181,18482.28,11122.08,7401.09,0.207066530697048,0.369789207098074,0.29,8,2.36,427.16,1712.93,2460.81,1480.84,2704.57,0.11,0.5,0.3,0.2
Indian,26392,Curry Tavern,Full-service,North Shore,1.03,36.06,1655,287,10349.22,684,410,274,24665.04,14784.6,9880.44,0.369987202459015,0.495347937755287,0.28,17,5.02,1375.48,1393.68,-3584.7,-2148.72,-44.93,0.21,0.5,0.3,0.2
Indian,26393,Bombay Cafe,Cafe,South Auckland,1.05,36.79,1378,169,6217.51,604,363,242,22221.16,13354.77,8903.18,0.245227572824806,0.426755411108024,0.28,3,0.89,215.38,2039.45,1066.99,641.26,2705.01,0.14,0.5,0.3,0.2
Indian,25505,Tandoori Cafe,Cafe,South Auckland,1.05,33.54,553,45,1509.3,254,152,102,8519.16,5098.08,3421.08,0.26561315715313,0.383903538808227,0.33,16,4.72,481.44,528.98,174.5,104.43,717.59,0.09,0.5,0.3,0.2
Indian,25788,Bombay Grill,QSR,North Shore,1.03,33.36,892,116,3869.76,388,233,155,12943.68,7772.88,5170.8,0.220360619928688,0.366872822563164,0.29,16,4.72,731.6,1597.31,1589.05,954.25,1402.73,0.15,0.5,0.3,0.2
Indian,25830,Bombay Tavern,Full-service,West Auckland,1.04,36.26,786,176,6381.76,305,183,122,11059.3,6635.58,4423.72,0.398135793290567,0.490069181914441,0.28,16,4.72,575.84,713.45,-1860.23,-1116.14,-81.29,0.29,0.5,0.3,0.2
Indian,25307,Tandoori Diner,QSR,CBD,0.99,37.74,1314,130,4906.2,592,355,237,22342.08,13397.7,8944.38,0.211934431362897,0.355948929814622,0.31,10,2.95,699.15,2120.05,2728.34,1636.08,3165.87,0.11,0.5,0.3,0.2
Indian,25387,Curry Eatery,QSR,South Auckland,1.05,34.07,650,79,2691.53,286,171,114,9744.02,5825.97,3883.98,0.258222869858146,0.372453051176853,0.27,4,1.18,134.52,994.05,967.82,578.66,1299.93,0.14,0.5,0.3,0.2
Indian,26480,Tandoori House,Full-service,CBD,0.99,35.53,1404,224,7958.72,590,354,236,20962.7,12577.62,8385.08,0.350804590468761,0.519909499539062,0.29,15,4.43,1045.48,1028.95,-3369.0,-2021.4,38.59,0.19,0.5,0.3,0.2
Indian,25956,Curry Kitchen,Ghost Kitchen,North Shore,1.03,43.78,687,32,1400.96,328,196,131,14359.84,8580.88,5735.18,0.294028268253896,0.297554703603964,0.32,15,4.43,580.33,572.18,1269.65,758.7,1762.02,0.05,0.5,0.3,0.2
Indian,26238,Tandoori Grill,Full-service,West Auckland,1.04,34.76,855,202,7021.52,326,196,131,11331.76,6812.96,4553.56,0.354687712131999,0.532977459742688,0.32,6,1.77,231.87,788.76,-2353.21,-1414.81,279.65,0.31,0.5,0.3,0.2
Indian,25068,Royal Bistro,Full-service,CBD,0.99,31.5,1811,326,10269.0,742,446,297,23373.0,14049.0,9355.5,0.374791724944953,0.466369308275171,0.29,4,1.18,350.46,1631.12,-3065.63,-1842.68,1135.56,0.22,0.5,0.3,0.2
Indian,25189,Spice Cafe,Ghost Kitchen,South Auckland,1.05,37.8,1432,41,1549.8,696,417,278,26308.8,15762.6,10508.4,0.252295297326054,0.309719776711427,0.33,8,2.36,656.08,678.79,2840.95,1702.12,3946.44,0.03,0.5,0.3,0.2
Indian,25312,Curry House,Cafe,CBD,0.99,41.94,1570,168,7045.92,701,421,280,29399.94,17656.74,11743.2,0.204454137217253,0.366188482311554,0.3,16,4.72,1321.6,3025.22,3803.1,2284.03,3720.43,0.12,0.5,0.3,0.2
Indian,25556,Spice Cafe,Cafe,CBD,0.99,37.68,919,83,3127.44,418,251,167,15750.24,9457.68,6292.56,0.278962976634502,0.44875985973049,0.3,11,3.25,542.75,851.53,-436.64,-262.19,1170.57,0.1,0.5,0.3,0.2
Indian,25557,Bombay Corner,Full-service,North Shore,1.03,44.39,1425,369,16379.91,528,317,211,23437.92,14071.63,9366.29,0.374002317059785,0.462979784887284,0.3,3,0.89,187.79,2670.22,-3210.58,-1927.56,1339.08,0.35,0.5,0.3,0.2
Indian,25275,Curry Cafe,Full-service,West Auckland,1.04,40.5,1419,206,8343.0,606,364,243,24543.0,14742.0,9841.5,0.361040137254167,0.463562854845077,0.31,12,3.54,860.22,1463.34,-3303.56,-1984.32,865.95,0.17,0.5,0.3,0.2
Indian,25438,Tandoori Corner,Cafe,North Shore,1.03,37.51,761,56,2100.56,352,212,141,13203.52,7952.12,5288.91,0.211977686174214,0.370079564861953,0.3,4,1.18,166.38,877.91,1557.26,937.89,2044.08,0.08,0.5,0.3,0.2
Indian,25802,Tandoori Tavern,Cafe,North Shore,1.03,38.72,930,114,4414.08,408,245,163,15797.76,9486.4,6311.36,0.223570773955435,0.42723926785402,0.32,18,5.31,865.53,1541.35,461.14,276.91,1338.33,0.14,0.5,0.3,0.2
Indian,25076,Royal Eatery,QSR,CBD,0.99,34.16,1389,114,3894.24,638,382,255,21794.08,13049.12,8710.8,0.25112802170217,0.394247443974018,0.3,10,2.95,752.25,1380.99,1190.49,712.8,2336.81,0.09,0.5,0.3,0.2
Indian,25522,Tandoori Grill,Cafe,West Auckland,1.04,43.9,883,108,4741.2,388,232,155,17033.2,10184.8,6804.5,0.251194011364132,0.351942593744025,0.27,10,2.95,457.25,1881.61,2160.89,1292.08,2243.21,0.14,0.5,0.3,0.2
Indian,26694,Spice Tavern,Ghost Kitchen,CBD,0.99,36.2,1373,89,3221.8,642,385,257,23240.4,13937.0,9303.4,0.284615032421425,0.261543587490451,0.31,6,1.77,454.89,1462.19,3342.93,2004.72,3767.38,0.07,0.5,0.3,0.2
Indian,25361,Bombay Corner,QSR,North Shore,1.03,42.27,1565,167,7059.09,699,419,280,29546.73,17711.13,11835.6,0.253019167240709,0.44921028285753,0.3,15,4.43,1240.4,2101.99,-65.87,-39.49,2283.89,0.12,0.5,0.3,0.2
Indian,25686,Spice Tavern,Cafe,West Auckland,1.04,37.66,510,46,1732.36,232,139,93,8737.12,5234.74,3502.38,0.200643322840333,0.435225071781315,0.29,15,4.43,411.99,630.81,647.7,388.06,863.34,0.1,0.5,0.3,0.2
Indian,25363,Curry Grill,Ghost Kitchen,West Auckland,1.04,36.03,1494,110,3963.3,692,415,277,24932.76,14952.45,9980.31,0.288230658089742,0.203706220642198,0.31,10,2.95,817.15,2013.61,4938.26,2961.53,4253.48,0.08,0.5,0.3,0.2
Indian,25688,Curry Eatery,QSR,West Auckland,1.04,31.25,503,49,1531.25,227,136,91,7093.75,4250.0,2843.75,0.230203204471618,0.411707649985328,0.31,18,5.31,483.21,548.32,341.13,204.38,535.11,0.11,0.5,0.3,0.2
Indian,26620,Royal Cafe,QSR,West Auckland,1.04,31.34,644,53,1661.02,296,177,118,9276.64,5547.18,3698.12,0.220129707790911,0.444765468081459,0.32,5,1.48,174.64,556.62,140.12,83.79,1064.62,0.09,0.5,0.3,0.2
Indian,25042,Bombay Diner,Cafe,North Shore,1.03,40.89,1486,182,7441.98,652,391,261,26660.28,15987.99,10672.29,0.264747702013701,0.412279210542329,0.31,5,1.48,386.28,2403.56,345.87,207.41,3060.58,0.14,0.5,0.3,0.2
Indian,26177,Curry Kitchen,Full-service,South Auckland,1.05,40.9,1695,246,10061.4,724,435,290,29611.6,17791.5,11861.0,0.35075317309238,0.517579286312684,0.32,15,4.43,1284.7,1324.76,-5576.83,-3350.72,277.01,0.17,0.5,0.3,0.2
Indian,25652,Spice Corner,Ghost Kitchen,West Auckland,1.04,45.92,756,49,2250.08,354,212,141,16255.68,9735.04,6474.72,0.268270264845341,0.274301106890198,0.32,3,0.89,125.49,1029.25,2234.0,1337.87,2836.23,0.07,0.5,0.3,0.2
Indian,26381,Royal Corner,Cafe,South Auckland,1.05,37.89,1398,103,3902.67,648,388,259,24552.72,14701.32,9813.51,0.246869681980461,0.438132131262682,0.31,5,1.48,383.32,1229.33,122.72,73.48,2707.92,0.08,0.5,0.3,0.2
Indian,26301,Royal Corner,QSR,North Shore,1.03,38.12,942,115,4383.8,414,248,165,15781.68,9453.76,6289.8,0.268955820500851,0.372937139170244,0.31,8,2.36,389.4,1569.87,759.21,454.79,1863.02,0.14,0.5,0.3,0.2
Indian,25655,Curry Corner,Full-service,West Auckland,1.04,40.72,994,179,7288.88,408,244,163,16613.76,9935.68,6637.36,0.388945355406031,0.5055928963935,0.31,11,3.25,529.75,768.7,-3398.15,-2032.23,170.24,0.22,0.5,0.3,0.2
Indian,25777,Bombay Grill,Cafe,West Auckland,1.04,33.33,1588,157,5232.81,716,429,286,23864.28,14298.57,9532.38,0.230246922746301,0.388176342844963,0.28,6,1.77,506.22,1996.72,2424.06,1452.4,3131.11,0.11,0.5,0.3,0.2
Indian,25090,Curry Diner,QSR,West Auckland,1.04,43.56,927,113,4922.28,407,244,163,17728.92,10628.64,7100.28,0.205600580256432,0.412046377081424,0.32,5,1.48,241.24,1882.05,1105.45,662.73,2473.57,0.14,0.5,0.3,0.2
Indian,25939,Curry Cafe,Full-service,CBD,0.99,32.69,772,123,4020.87,324,195,130,10591.56,6374.55,4249.7,0.352214366337284,0.485965327802114,0.32,10,2.95,383.5,650.66,-1675.37,-1008.32,304.19,0.19,0.5,0.3,0.2
Indian,25337,Spice House,Full-service,West Auckland,1.04,32.02,1469,356,11399.12,556,334,223,17803.12,10694.68,7140.46,0.379499956371728,0.494955799099989,0.31,7,2.07,461.61,1431.09,-3283.89,-1972.7,434.83,0.32,0.5,0.3,0.2
Indian,25336,Tandoori Diner,Cafe,West Auckland,1.04,40.5,1264,155,6277.5,554,333,222,22437.0,13486.5,8991.0,0.246210811920464,0.365804946655408,0.32,13,3.84,852.48,2435.57,1525.36,916.87,2635.89,0.14,0.5,0.3,0.2
Indian,25862,Curry Corner,QSR,South Auckland,1.05,31.86,563,69,2198.34,247,148,99,7869.42,4715.28,3154.14,0.215387890022248,0.441896405839361,0.31,13,3.84,380.16,753.41,257.45,154.26,700.81,0.14,0.5,0.3,0.2
Indian,25218,Curry Eatery,Cafe,CBD,0.99,41.8,937,77,3218.6,430,258,172,17974.0,10784.4,7189.6,0.250285366009921,0.379183530481532,0.29,6,1.77,304.44,1192.59,1447.47,868.48,2359.53,0.09,0.5,0.3,0.2
Indian,25582,Tandoori Bistro,Full-service,South Auckland,1.05,32.71,1886,435,14228.85,726,435,290,23747.46,14228.85,9485.9,0.372665001999121,0.530481758853421,0.28,16,4.72,1368.8,1378.11,-4349.27,-2605.97,-450.06,0.3,0.5,0.3,0.2
Indian,26674,Royal House,Full-service,West Auckland,1.04,45.84,1776,308,14118.72,734,440,294,33646.56,20169.6,13476.96,0.383812814799603,0.532299350085668,0.27,8,2.36,693.84,1184.39,-6262.03,-3753.81,436.71,0.21,0.5,0.3,0.2
Indian,26312,Royal Corner,Cafe,CBD,0.99,40.75,1329,131,5338.25,599,359,240,24409.25,14629.25,9780.0,0.239654354639351,0.370142450649291,0.3,10,2.95,708.0,2083.0,2201.79,1319.61,3108.19,0.11,0.5,0.3,0.2
Indian,26555,Tandoori Tavern,Cafe,South Auckland,1.05,41.1,1048,120,4932.0,464,278,186,19070.4,11425.8,7644.6,0.238788859136403,0.395165687031113,0.29,18,5.31,987.66,1805.34,1450.22,868.88,1810.61,0.13,0.5,0.3,0.2
Indian,25103,Royal Tavern,Cafe,South Auckland,1.05,44.19,481,55,2430.45,213,128,85,9412.47,5656.32,3756.15,0.247696290276945,0.385943020856939,0.31,15,4.43,376.55,890.42,530.49,318.79,999.56,0.13,0.5,0.3,0.2
Indian,26597,Spice Tavern,Cafe,CBD,0.99,44.0,970,119,5236.0,426,255,170,18744.0,11220.0,7480.0,0.202396530248225,0.363575630681589,0.27,15,4.43,753.1,2272.57,3074.54,1840.39,2493.43,0.14,0.5,0.3,0.2
Indian,25345,Tandoori Kitchen,Cafe,CBD,0.99,30.42,551,67,2038.14,242,145,97,7361.64,4410.9,2950.74,0.234786411654204,0.443164036958478,0.3,4,1.18,114.46,656.38,162.32,97.26,835.82,0.14,0.5,0.3,0.2
Indian,25507,Bombay Bistro,Cafe,North Shore,1.03,41.47,506,62,2571.14,222,133,89,9206.34,5515.51,3690.83,0.263065988197923,0.449756935448386,0.27,13,3.84,341.76,738.37,158.14,94.74,718.16,0.14,0.5,0.3,0.2
Indian,25064,Curry Kitchen,QSR,South Auckland,1.05,39.79,1108,144,5729.76,482,289,193,19178.78,11499.31,7679.47,0.274862326569855,0.387011474813335,0.29,16,4.72,910.96,1937.38,923.0,553.42,1685.67,0.15,0.5,0.3,0.2
Indian,25913,Bombay Bistro,Full-service,North Shore,1.03,39.72,1516,220,8738.4,648,389,259,25738.56,15451.08,10287.48,0.383225433982443,0.51841914053075,0.27,5,1.48,383.32,859.47,-4417.88,-2652.09,628.51,0.17,0.5,0.3,0.2
Indian,26333,Curry Bistro,Cafe,South Auckland,1.05,39.15,1282,147,5755.05,568,340,227,22237.2,13311.0,8887.05,0.230716460198164,0.444402274116874,0.27,14,4.13,937.51,1869.71,1220.41,730.52,1949.73,0.13,0.5,0.3,0.2
Indian,26401,Tandoori House,QSR,South Auckland,1.05,39.1,510,37,1446.7,236,142,95,9227.6,5552.2,3714.5,0.204883327204734,0.423674208926968,0.31,13,3.84,364.8,537.37,566.97,341.14,1014.92,0.08,0.5,0.3,0.2
Indian,25270,Royal Grill,Cafe,North Shore,1.03,44.24,1636,148,6547.52,744,446,298,32914.56,19731.04,13183.52,0.228769693505019,0.427074353815988,0.27,7,2.07,616.86,2253.37,2440.81,1463.17,3920.33,0.1,0.5,0.3,0.2
Indian,25959,Tandoori House,Cafe,North Shore,1.03,32.04,524,60,1922.4,232,139,93,7433.28,4453.56,2979.72,0.219312045294791,0.381069437088445,0.27,4,1.18,109.74,768.23,963.49,577.26,1081.01,0.13,0.5,0.3,0.2
Indian,26445,Bombay Grill,Full-service,West Auckland,1.04,42.58,1038,158,6727.64,440,264,176,18735.2,11241.12,7494.08,0.395378248509951,0.512961703492329,0.32,6,1.77,311.52,616.66,-4277.99,-2566.8,375.39,0.18,0.5,0.3,0.2
Indian,26689,Tandoori Cafe,Full-service,North Shore,1.03,42.48,927,191,8113.68,368,221,147,15632.64,9388.08,6244.56,0.355269491649233,0.45088061185088,0.33,18,5.31,780.57,1572.84,-2128.39,-1278.19,429.94,0.26,0.5,0.3,0.2
Indian,26285,Bombay Corner,Cafe,CBD,0.99,31.62,1649,189,5976.18,730,438,292,23082.6,13849.56,9233.04,0.26230069629848,0.39293724889867,0.3,8,2.36,689.12,2060.36,1033.22,619.93,2494.08,0.13,0.5,0.3,0.2
Indian,25479,Curry Bistro,QSR,North Shore,1.03,39.98,641,68,2718.64,286,172,115,11434.28,6876.56,4597.7,0.265662389323115,0.358416500827298,0.29,4,1.18,135.7,1021.99,982.45,590.84,1592.67,0.12,0.5,0.3,0.2
Indian,26207,Bombay Eatery,QSR,CBD,0.99,38.65,604,74,2860.1,265,159,106,10242.25,6145.35,4096.9,0.257352492902428,0.40286834645085,0.32,16,4.72,500.32,971.8,202.58,121.55,891.72,0.14,0.5,0.3,0.2
Indian,25724,Spice House,Ghost Kitchen,South Auckland,1.05,41.71,1373,113,4713.23,630,378,252,26277.3,15766.38,10510.92,0.266961202840321,0.253399959648959,0.28,7,2.07,521.64,2260.65,5245.97,3147.58,4519.81,0.09,0.5,0.3,0.2
Indian,25238,Spice Bistro,Full-service,CBD,0.99,32.21,485,87,2802.27,199,119,80,6409.79,3832.99,2576.8,0.351886709034443,0.498530267947353,0.29,9,2.66,212.8,419.17,-900.04,-538.22,172.65,0.22,0.5,0.3,0.2
Indian,26492,Curry Eatery,QSR,North Shore,1.03,37.39,940,122,4561.58,409,245,164,15292.51,9160.55,6131.96,0.224889688119292,0.40166338889394,0.29,9,2.66,436.24,1703.51,1276.11,764.42,1853.72,0.15,0.5,0.3,0.2
Indian,25320,Tandoori Corner,Full-service,South Auckland,1.05,34.11,1716,416,14189.76,650,390,260,22171.5,13302.9,8868.6,0.359559498040471,0.476637484016828,0.27,17,5.02,1305.2,2324.33,-2354.55,-1412.73,147.5,0.32,0.5,0.3,0.2
Indian,26399,Curry Diner,QSR,West Auckland,1.04,33.57,1622,160,5371.2,731,439,292,24539.67,14737.23,9802.44,0.258429350443184,0.361078180908225,0.29,15,4.43,1293.56,2043.7,2220.66,1333.61,2436.19,0.11,0.5,0.3,0.2
Indian,25767,Tandoori Eatery,QSR,CBD,0.99,30.55,1366,112,3421.6,627,376,251,19154.85,11486.8,7668.05,0.277970379982144,0.371558752236888,0.29,8,2.36,592.36,1199.17,1158.31,694.62,2095.07,0.09,0.5,0.3,0.2
Indian,25404,Curry Kitchen,Cafe,CBD,0.99,39.42,1547,127,5006.34,710,426,284,27988.2,16792.92,11195.28,0.205401578303427,0.443159784423187,0.28,14,4.13,1172.92,1759.42,1999.44,1199.66,2761.53,0.09,0.5,0.3,0.2
